Order ID,Order Date,Region,Category,Sub-Category,Segment,Quantity,Price,Sales,Profit
ORD-10988,2023-04-23,West,Furniture,Bookcase,Consumer,5,162.04,810.2,179.43
ORD-10195,2023-04-23,Central,Office Supplies,Binders,Consumer,3,138.56,415.68,105.49
ORD-10534,2023-04-24,Central,Technology,Computers,Consumer,2,434.7,869.4,31.28
ORD-10361,2023-04-24,East,Furniture,Furnishings,Consumer,2,309.88,619.76,163.49
ORD-10530,2023-04-25,Central,Office Supplies,Appliances,Consumer,5,217.66,1088.3,-50.7
ORD-10345,2023-04-26,West,Office Supplies,Pens,Consumer,5,297.61,1488.05,-145.27
ORD-10280,2023-04-26,West,Technology,Phones,Consumer,3,105.79,317.37,40.04
ORD-10177,2023-04-26,East,Technology,Accessories,Consumer,1,197.14,197.14,-11.16
ORD-10653,2023-04-27,Central,Office Supplies,Pens,Consumer,2,87.95,175.9,-5.16
ORD-10439,2023-04-27,East,Technology,Computers,Corporate,1,460.2,460.2,85.05
ORD-10769,2023-04-28,Central,Office Supplies,Pens,Consumer,5,429.81,2149.05,-228.16
ORD-10982,2023-04-28,South,Office Supplies,Pens,Consumer,2,401.76,803.52,73.25
ORD-10971,2023-04-28,East,Furniture,Furnishings,Home Office,4,481.29,1925.16,-78.05
ORD-10451,2023-04-28,South,Office Supplies,Pens,Corporate,2,415.51,831.02,156.79
ORD-10905,2023-04-29,East,Technology,Phones,Corporate,2,665.3,1330.6,301.0
ORD-10721,2023-04-29,Central,Office Supplies,Appliances,Consumer,4,105.98,423.92,107.91
ORD-10278,2023-04-30,West,Office Supplies,Paper,Home Office,2,247.0,494.0,10.36
ORD-10432,2023-04-30,Central,Office Supplies,Binders,Consumer,5,432.89,2164.45,265.83
ORD-10176,2023-05-01,East,Furniture,Table,Consumer,4,449.96,1799.84,414.62
ORD-10862,2023-05-01,East,Furniture,Chair,Consumer,2,88.22,176.44,14.42
ORD-10591,2023-05-02,West,Office Supplies,Binders,Consumer,4,41.0,164.0,-7.49
ORD-10445,2023-05-02,South,Technology,Copiers,Consumer,5,53.83,269.15,-4.2
ORD-10688,2023-05-02,East,Office Supplies,Appliances,Corporate,4,262.06,1048.24,-95.75
ORD-10008,2023-05-02,West,Furniture,Table,Corporate,3,170.78,512.34,-63.22
ORD-10839,2023-05-02,West,Technology,Computers,Home Office,3,488.83,1466.49,-154.26
ORD-10611,2023-05-02,Central,Technology,Computers,Consumer,5,220.76,1103.8,313.33
ORD-10224,2023-05-03,South,Technology,Accessories,Home Office,4,556.75,2227.0,-53.86
ORD-10235,2023-05-04,East,Technology,Copiers,Consumer,1,592.92,592.92,98.27
ORD-10427,2023-05-04,South,Office Supplies,Binders,Consumer,5,221.03,1105.15,184.26
ORD-10399,2023-05-05,East,Office Supplies,Paper,Consumer,5,360.78,1803.9,365.87
ORD-10643,2023-05-06,South,Technology,Computers,Home Office,2,407.26,814.52,281.56
ORD-10912,2023-05-06,Central,Technology,Copiers,Corporate,1,711.54,711.54,48.18
ORD-10450,2023-05-06,West,Office Supplies,Paper,Consumer,4,109.2,436.8,107.0
ORD-10213,2023-05-06,Central,Office Supplies,Pens,Corporate,1,308.39,308.39,-23.32
ORD-10638,2023-05-06,East,Office Supplies,Binders,Home Office,3,38.46,115.38,22.87
ORD-10818,2023-05-06,East,Office Supplies,Appliances,Consumer,5,214.23,1071.15,208.81
ORD-10365,2023-05-07,South,Technology,Phones,Corporate,3,639.13,1917.39,652.0
ORD-10442,2023-05-07,West,Office Supplies,Paper,Home Office,1,305.39,305.39,86.89
ORD-10882,2023-05-07,West,Technology,Accessories,Corporate,1,500.83,500.83,24.55
ORD-10351,2023-05-08,West,Office Supplies,Appliances,Corporate,3,333.21,999.63,207.97
ORD-10248,2023-05-08,East,Furniture,Bookcase,Corporate,4,195.33,781.32,53.3
ORD-10304,2023-05-08,Central,Technology,Copiers,Home Office,2,669.72,1339.44,51.7
ORD-10170,2023-05-08,West,Technology,Computers,Consumer,5,214.93,1074.65,334.94
ORD-10252,2023-05-09,East,Office Supplies,Paper,Consumer,3,422.74,1268.22,-54.91
ORD-10099,2023-05-09,East,Office Supplies,Binders,Home Office,3,118.09,354.27,123.28
ORD-10443,2023-05-09,West,Office Supplies,Pens,Corporate,3,443.62,1330.86,-122.23
ORD-10207,2023-05-10,East,Technology,Accessories,Consumer,2,424.78,849.56,-8.28
ORD-10214,2023-05-10,South,Office Supplies,Paper,Consumer,1,336.17,336.17,18.24
ORD-10275,2023-05-11,West,Technology,Computers,Consumer,5,362.32,1811.6,168.01
ORD-10015,2023-05-11,Central,Office Supplies,Pens,Corporate,3,466.4,1399.2,155.06
ORD-10041,2023-05-11,Central,Furniture,Chair,Consumer,2,38.78,77.56,20.2
ORD-10126,2023-05-11,West,Technology,Computers,Consumer,5,611.72,3058.6,-428.49
ORD-10625,2023-05-12,East,Furniture,Table,Home Office,3,320.98,962.94,-29.92
ORD-10806,2023-05-13,South,Furniture,Table,Consumer,4,410.74,1642.96,574.45
ORD-10744,2023-05-13,Central,Office Supplies,Pens,Consumer,3,479.28,1437.84,-91.74
ORD-10592,2023-05-13,West,Technology,Accessories,Consumer,2,656.67,1313.34,337.32
ORD-10849,2023-05-13,South,Office Supplies,Paper,Consumer,3,304.26,912.78,82.4
ORD-10980,2023-05-13,South,Office Supplies,Pens,Corporate,3,468.65,1405.95,-199.01
ORD-10654,2023-05-14,West,Technology,Copiers,Consumer,1,123.16,123.16,12.42
ORD-10970,2023-05-14,West,Technology,Copiers,Consumer,3,579.39,1738.17,367.16
ORD-10162,2023-05-14,West,Office Supplies,Paper,Consumer,1,120.16,120.16,-9.44
ORD-10110,2023-05-15,South,Furniture,Bookcase,Consumer,1,87.69,87.69,-9.45
ORD-10302,2023-05-15,East,Technology,Computers,Consumer,1,54.05,54.05,14.14
ORD-10043,2023-05-15,East,Furniture,Furnishings,Corporate,4,272.22,1088.88,-120.75
ORD-10617,2023-05-16,West,Office Supplies,Pens,Corporate,4,138.23,552.92,-50.18
ORD-10692,2023-05-16,West,Office Supplies,Binders,Consumer,2,338.01,676.02,-9.8
ORD-10100,2023-05-16,West,Office Supplies,Binders,Consumer,5,40.74,203.7,-37.31
ORD-10956,2023-05-17,South,Office Supplies,Paper,Consumer,2,444.82,889.64,38.3
ORD-10182,2023-05-17,South,Technology,Accessories,Corporate,4,689.8,2759.2,-169.05
ORD-10808,2023-05-18,West,Furniture,Bookcase,Consumer,2,86.05,172.1,-6.08
ORD-10102,2023-05-19,West,Office Supplies,Appliances,Consumer,2,434.18,868.36,102.7
ORD-10997,2023-05-19,South,Furniture,Furnishings,Home Office,1,123.77,123.77,-19.08
ORD-10266,2023-05-20,West,Office Supplies,Paper,Corporate,3,293.19,879.57,3.65
ORD-10989,2023-05-20,Central,Office Supplies,Binders,Consumer,5,7.33,36.65,-5.87
ORD-10640,2023-05-21,Central,Office Supplies,Paper,Consumer,4,497.19,1988.76,-143.19
ORD-10607,2023-05-21,Central,Office Supplies,Paper,Consumer,5,216.12,1080.6,149.64
ORD-10993,2023-05-22,East,Technology,Copiers,Consumer,1,638.94,638.94,17.81
ORD-10386,2023-05-22,East,Office Supplies,Appliances,Home Office,2,259.24,518.48,-31.45
ORD-10387,2023-05-23,West,Office Supplies,Binders,Consumer,1,107.08,107.08,25.68
ORD-10676,2023-05-23,South,Technology,Phones,Corporate,4,405.21,1620.84,227.01
ORD-10147,2023-05-23,South,Office Supplies,Appliances,Consumer,3,463.95,1391.85,-98.75
ORD-10680,2023-05-24,South,Office Supplies,Paper,Consumer,2,167.28,334.56,83.19
ORD-10425,2023-05-24,West,Technology,Copiers,Consumer,4,168.79,675.16,37.27
ORD-10577,2023-05-24,Central,Office Supplies,Pens,Consumer,1,254.26,254.26,-41.33
ORD-10583,2023-05-24,East,Office Supplies,Paper,Consumer,5,497.32,2486.6,-221.28
ORD-10259,2023-05-24,Central,Office Supplies,Pens,Consumer,4,450.66,1802.64,40.26
ORD-10464,2023-05-24,East,Technology,Computers,Consumer,4,564.57,2258.28,-262.8
ORD-10232,2023-05-24,Central,Office Supplies,Appliances,Consumer,2,165.93,331.86,58.9
ORD-10431,2023-05-25,East,Office Supplies,Pens,Consumer,2,354.55,709.1,-21.33
ORD-10702,2023-05-25,West,Office Supplies,Binders,Home Office,4,44.46,177.84,31.25
ORD-10752,2023-05-25,East,Technology,Computers,Corporate,1,208.82,208.82,45.56
ORD-10915,2023-05-25,Central,Office Supplies,Appliances,Home Office,2,183.1,366.2,8.49
ORD-10621,2023-05-25,East,Technology,Computers,Consumer,2,709.18,1418.36,248.78
ORD-10598,2023-05-26,West,Office Supplies,Pens,Consumer,1,329.67,329.67,-29.89
ORD-10923,2023-05-26,South,Office Supplies,Paper,Consumer,1,451.31,451.31,139.64
ORD-10724,2023-05-26,East,Furniture,Furnishings,Home Office,3,470.26,1410.78,-15.99
ORD-10430,2023-05-27,South,Furniture,Furnishings,Consumer,5,392.95,1964.75,218.87
ORD-10272,2023-05-27,East,Technology,Accessories,Consumer,2,240.06,480.12,-57.19
ORD-10492,2023-05-27,South,Technology,Computers,Consumer,2,327.69,655.38,-5.81
ORD-10243,2023-05-27,West,Furniture,Bookcase,Consumer,1,146.22,146.22,5.27
ORD-10670,2023-05-27,West,Office Supplies,Appliances,Consumer,2,459.02,918.04,95.9
ORD-10324,2023-05-27,Central,Office Supplies,Paper,Home Office,2,161.0,322.0,-15.48
ORD-10244,2023-05-28,West,Technology,Phones,Consumer,5,194.84,974.2,-76.84
ORD-10240,2023-05-28,East,Technology,Computers,Consumer,5,408.97,2044.85,-300.4
ORD-10645,2023-05-28,South,Technology,Copiers,Consumer,3,7.94,23.82,-0.73
ORD-10662,2023-05-29,East,Office Supplies,Pens,Consumer,5,174.75,873.75,153.89
ORD-10400,2023-05-30,West,Furniture,Chair,Consumer,3,367.54,1102.62,314.15
ORD-10943,2023-05-30,West,Office Supplies,Appliances,Consumer,4,211.89,847.56,-52.42
ORD-10016,2023-05-30,Central,Technology,Copiers,Consumer,1,435.39,435.39,58.21
ORD-10254,2023-05-31,East,Office Supplies,Paper,Consumer,3,440.53,1321.59,153.47
ORD-10364,2023-05-31,South,Furniture,Bookcase,Consumer,4,340.19,1360.76,195.63
ORD-10548,2023-05-31,West,Furniture,Chair,Consumer,2,305.53,611.06,8.43
ORD-10824,2023-05-31,Central,Office Supplies,Appliances,Consumer,3,69.04,207.12,1.39
ORD-10582,2023-05-31,South,Office Supplies,Paper,Consumer,3,194.48,583.44,152.59
ORD-10547,2023-06-01,East,Office Supplies,Binders,Consumer,5,479.03,2395.15,266.24
ORD-10189,2023-06-01,West,Office Supplies,Binders,Corporate,5,271.65,1358.25,119.92
ORD-10504,2023-06-01,South,Technology,Accessories,Consumer,5,628.6,3143.0,-541.8
ORD-10014,2023-06-01,West,Furniture,Bookcase,Consumer,3,80.91,242.73,29.72
ORD-10954,2023-06-01,Central,Office Supplies,Paper,Consumer,2,394.36,788.72,-150.24
ORD-10276,2023-06-01,West,Furniture,Bookcase,Consumer,2,414.27,828.54,157.39
ORD-10289,2023-06-02,Central,Technology,Copiers,Consumer,1,596.6,596.6,205.71
ORD-10395,2023-06-02,East,Technology,Accessories,Consumer,5,250.11,1250.55,-6.34
ORD-10766,2023-06-03,West,Office Supplies,Binders,Consumer,1,137.24,137.24,41.29
ORD-10890,2023-06-03,Central,Furniture,Table,Consumer,1,183.2,183.2,-28.91
ORD-10463,2023-06-03,West,Furniture,Table,Consumer,4,128.59,514.36,-28.4
ORD-10366,2023-06-04,East,Furniture,Furnishings,Consumer,1,14.8,14.8,0.22
ORD-10835,2023-06-04,South,Furniture,Bookcase,Consumer,5,148.13,740.65,239.78
ORD-10686,2023-06-05,Central,Office Supplies,Paper,Corporate,5,310.51,1552.55,517.62
ORD-10091,2023-06-06,East,Office Supplies,Binders,Consumer,1,282.03,282.03,-54.89
ORD-10309,2023-06-07,West,Office Supplies,Pens,Consumer,4,430.18,1720.72,-168.09
ORD-10429,2023-06-07,East,Technology,Computers,Consumer,3,186.81,560.43,-99.65
ORD-10332,2023-06-07,East,Technology,Accessories,Corporate,2,736.02,1472.04,-140.49
ORD-10658,2023-06-09,West,Furniture,Chair,Home Office,3,413.84,1241.52,227.33
ORD-10191,2023-06-09,West,Furniture,Bookcase,Consumer,3,498.19,1494.57,3.84
ORD-10268,2023-06-09,South,Technology,Phones,Corporate,3,26.39,79.17,12.29
ORD-10837,2023-06-09,Central,Office Supplies,Appliances,Consumer,3,29.51,88.53,11.48
ORD-10502,2023-06-09,Central,Office Supplies,Appliances,Home Office,4,280.38,1121.52,-206.32
ORD-10152,2023-06-09,West,Furniture,Table,Home Office,4,426.46,1705.84,-145.54
ORD-10218,2023-06-09,Central,Technology,Computers,Home Office,2,55.91,111.82,6.17
ORD-10348,2023-06-10,South,Technology,Computers,Consumer,5,217.24,1086.2,36.8
ORD-10297,2023-06-10,Central,Furniture,Chair,Consumer,5,210.98,1054.9,229.74
ORD-10279,2023-06-10,West,Technology,Copiers,Consumer,2,350.12,700.24,141.41
ORD-10023,2023-06-10,West,Furniture,Furnishings,Home Office,4,210.24,840.96,-128.72
ORD-10768,2023-06-11,East,Office Supplies,Pens,Corporate,5,471.78,2358.9,320.12
ORD-10071,2023-06-11,Central,Furniture,Chair,Home Office,3,377.59,1132.77,-127.74
ORD-10294,2023-06-12,East,Furniture,Table,Corporate,1,252.81,252.81,59.91
ORD-10593,2023-06-12,Central,Office Supplies,Pens,Consumer,3,170.43,511.29,103.27
ORD-10506,2023-06-12,Central,Technology,Accessories,Consumer,3,670.99,2012.97,325.96
ORD-10104,2023-06-12,East,Office Supplies,Paper,Consumer,5,235.58,1177.9,306.02
ORD-10539,2023-06-13,East,Office Supplies,Binders,Home Office,1,482.82,482.82,-83.18
ORD-10690,2023-06-13,East,Office Supplies,Binders,Consumer,4,461.71,1846.84,140.92
ORD-10668,2023-06-13,West,Office Supplies,Binders,Consumer,3,31.98,95.94,-2.62
ORD-10749,2023-06-14,East,Technology,Accessories,Corporate,2,55.09,110.18,14.09
ORD-10615,2023-06-14,East,Technology,Phones,Corporate,4,299.71,1198.84,-153.58
ORD-10184,2023-06-14,East,Office Supplies,Appliances,Consumer,2,58.43,116.86,20.67
ORD-10799,2023-06-15,West,Office Supplies,Paper,Corporate,1,85.99,85.99,15.52
ORD-10046,2023-06-16,Central,Furniture,Furnishings,Corporate,2,56.03,112.06,-3.02
ORD-10632,2023-06-16,East,Technology,Computers,Consumer,1,134.91,134.91,-14.56
ORD-10608,2023-06-17,South,Furniture,Table,Consumer,1,110.93,110.93,-4.9
ORD-10513,2023-06-17,South,Office Supplies,Binders,Corporate,2,89.61,179.22,5.37
ORD-10296,2023-06-18,South,Furniture,Bookcase,Consumer,5,293.71,1468.55,386.56
ORD-10406,2023-06-19,West,Office Supplies,Binders,Home Office,5,389.36,1946.8,265.22
ORD-10159,2023-06-19,East,Technology,Copiers,Consumer,2,490.27,980.54,-114.12
ORD-10844,2023-06-19,South,Office Supplies,Pens,Consumer,4,52.84,211.36,-10.4
ORD-10031,2023-06-19,South,Office Supplies,Pens,Consumer,2,47.33,94.66,-8.11
ORD-10373,2023-06-19,Central,Office Supplies,Binders,Consumer,2,303.8,607.6,-95.8
ORD-10609,2023-06-19,West,Technology,Accessories,Consumer,1,236.79,236.79,-9.13
ORD-10148,2023-06-20,Central,Furniture,Chair,Consumer,4,125.61,502.44,85.09
ORD-10188,2023-06-21,South,Furniture,Furnishings,Corporate,3,158.91,476.73,99.3
ORD-10216,2023-06-21,East,Office Supplies,Appliances,Corporate,4,274.7,1098.8,238.59
ORD-10120,2023-06-21,Central,Office Supplies,Paper,Consumer,4,83.85,335.4,44.52
ORD-10330,2023-06-21,South,Technology,Computers,Corporate,4,496.89,1987.56,-278.47
ORD-10657,2023-06-22,Central,Furniture,Bookcase,Consumer,5,174.58,872.9,126.76
ORD-10382,2023-06-22,West,Office Supplies,Paper,Consumer,1,124.8,124.8,24.05
ORD-10757,2023-06-22,South,Office Supplies,Binders,Consumer,5,348.0,1740.0,596.91
ORD-10639,2023-06-22,West,Office Supplies,Appliances,Corporate,5,177.67,888.35,5.47
ORD-10978,2023-06-22,East,Office Supplies,Paper,Consumer,5,171.47,857.35,-16.52
ORD-10659,2023-06-22,West,Technology,Phones,Corporate,2,117.77,235.54,30.16
ORD-10606,2023-06-23,West,Technology,Phones,Consumer,1,207.08,207.08,-18.79
ORD-10359,2023-06-23,South,Office Supplies,Paper,Home Office,1,364.89,364.89,39.82
ORD-10035,2023-06-24,South,Office Supplies,Pens,Corporate,1,244.97,244.97,20.05
ORD-10306,2023-06-25,Central,Office Supplies,Appliances,Home Office,5,357.96,1789.8,298.02
ORD-10371,2023-06-25,East,Furniture,Table,Consumer,1,370.25,370.25,69.42
ORD-10727,2023-06-26,East,Furniture,Chair,Consumer,4,304.92,1219.68,43.41
ORD-10736,2023-06-26,Central,Office Supplies,Pens,Consumer,2,147.32,294.64,28.29
ORD-10543,2023-06-26,East,Office Supplies,Paper,Consumer,3,462.52,1387.56,-28.86
ORD-10567,2023-06-26,Central,Furniture,Chair,Consumer,2,111.38,222.76,-39.41
ORD-10505,2023-06-27,Central,Office Supplies,Paper,Consumer,3,50.23,150.69,-4.05
ORD-10695,2023-06-27,West,Furniture,Table,Home Office,5,360.94,1804.7,182.52
ORD-10137,2023-06-28,West,Office Supplies,Paper,Home Office,5,88.17,440.85,90.5
ORD-10508,2023-06-28,West,Furniture,Table,Home Office,5,451.28,2256.4,-184.21
ORD-10879,2023-06-29,Central,Office Supplies,Appliances,Consumer,3,13.95,41.85,0.84
ORD-10489,2023-06-29,East,Office Supplies,Appliances,Consumer,5,42.45,212.25,-0.24
ORD-10935,2023-06-29,East,Office Supplies,Appliances,Consumer,1,264.03,264.03,-35.85
ORD-10194,2023-06-29,Central,Office Supplies,Binders,Consumer,5,292.09,1460.45,158.92
ORD-10405,2023-06-29,West,Office Supplies,Paper,Corporate,2,258.58,517.16,-70.92
ORD-10341,2023-06-30,East,Technology,Phones,Corporate,5,730.97,3654.85,-675.65
ORD-10587,2023-06-30,South,Technology,Computers,Consumer,3,419.39,1258.17,-198.52
ORD-10631,2023-07-01,East,Technology,Phones,Consumer,5,110.9,554.5,-107.63
ORD-10553,2023-07-02,Central,Technology,Accessories,Consumer,5,507.72,2538.6,563.88
ORD-10825,2023-07-02,East,Office Supplies,Paper,Home Office,3,30.15,90.45,5.21
ORD-10830,2023-07-03,East,Technology,Copiers,Consumer,4,161.05,644.2,198.92
ORD-10223,2023-07-03,West,Furniture,Furnishings,Corporate,4,411.09,1644.36,-45.65
ORD-10809,2023-07-03,East,Office Supplies,Pens,Home Office,5,48.76,243.8,-2.87
ORD-10466,2023-07-04,South,Technology,Accessories,Consumer,5,353.73,1768.65,386.13
ORD-10693,2023-07-05,West,Office Supplies,Pens,Consumer,3,392.59,1177.77,250.38
ORD-10396,2023-07-05,West,Technology,Phones,Consumer,5,299.1,1495.5,156.06
ORD-10589,2023-07-05,East,Furniture,Table,Consumer,2,301.68,603.36,121.13
ORD-10154,2023-07-06,West,Office Supplies,Paper,Consumer,3,90.89,272.67,49.69
ORD-10565,2023-07-06,Central,Technology,Computers,Consumer,1,716.27,716.27,-83.6
ORD-10204,2023-07-06,Central,Furniture,Table,Consumer,4,202.42,809.68,248.93
ORD-10236,2023-07-06,East,Technology,Accessories,Consumer,3,89.91,269.73,12.38
ORD-10892,2023-07-06,West,Technology,Computers,Consumer,5,188.02,940.1,197.06
ORD-10344,2023-07-07,South,Furniture,Bookcase,Corporate,2,446.82,893.64,27.43
ORD-10089,2023-07-07,West,Office Supplies,Binders,Corporate,3,349.02,1047.06,285.92
ORD-10032,2023-07-07,Central,Furniture,Furnishings,Consumer,2,446.87,893.74,223.07
ORD-10456,2023-07-08,Central,Office Supplies,Paper,Consumer,4,244.17,976.68,254.94
ORD-10005,2023-07-08,Central,Furniture,Bookcase,Consumer,2,454.39,908.78,-23.71
ORD-10549,2023-07-09,East,Furniture,Furnishings,Consumer,3,415.71,1247.13,420.58
ORD-10079,2023-07-09,West,Furniture,Chair,Consumer,3,129.99,389.97,-77.77
ORD-10398,2023-07-09,East,Furniture,Chair,Consumer,5,208.49,1042.45,205.43
ORD-10650,2023-07-09,South,Furniture,Chair,Consumer,3,370.25,1110.75,-137.23
ORD-10173,2023-07-09,East,Furniture,Furnishings,Consumer,3,331.22,993.66,239.64
ORD-10034,2023-07-09,East,Office Supplies,Paper,Consumer,4,487.4,1949.6,446.2
ORD-10068,2023-07-10,South,Furniture,Chair,Consumer,5,426.35,2131.75,154.19
ORD-10346,2023-07-10,Central,Technology,Copiers,Consumer,3,58.74,176.22,55.94
ORD-10651,2023-07-10,West,Office Supplies,Binders,Consumer,1,419.03,419.03,32.0
ORD-10904,2023-07-11,West,Office Supplies,Binders,Consumer,5,470.64,2353.2,-408.8
ORD-10021,2023-07-11,West,Office Supplies,Pens,Consumer,3,127.87,383.61,45.15
ORD-10541,2023-07-11,South,Office Supplies,Appliances,Corporate,4,495.77,1983.08,396.14
ORD-10457,2023-07-11,East,Technology,Computers,Home Office,4,316.49,1265.96,104.59
ORD-10701,2023-07-11,East,Furniture,Chair,Home Office,3,55.67,167.01,35.65
ORD-10327,2023-07-11,West,Office Supplies,Paper,Consumer,1,479.18,479.18,43.76
ORD-10787,2023-07-11,Central,Technology,Copiers,Corporate,4,639.26,2557.04,-109.0
ORD-10292,2023-07-13,West,Office Supplies,Appliances,Consumer,2,43.44,86.88,2.1
ORD-10974,2023-07-13,South,Technology,Accessories,Home Office,4,384.33,1537.32,31.81
ORD-10612,2023-07-13,East,Furniture,Chair,Home Office,3,114.22,342.66,-42.5
ORD-10832,2023-07-14,East,Office Supplies,Paper,Corporate,1,20.6,20.6,-2.74
ORD-10834,2023-07-14,West,Office Supplies,Appliances,Consumer,5,337.81,1689.05,302.42
ORD-10303,2023-07-14,East,Furniture,Chair,Consumer,4,55.44,221.76,-0.41
ORD-10417,2023-07-15,Central,Furniture,Bookcase,Consumer,5,196.38,981.9,161.39
ORD-10532,2023-07-15,East,Furniture,Bookcase,Consumer,2,396.77,793.54,104.24
ORD-10742,2023-07-16,East,Office Supplies,Binders,Consumer,4,432.4,1729.6,-213.26
ORD-10712,2023-07-16,East,Furniture,Bookcase,Corporate,2,155.72,311.44,106.08
ORD-10230,2023-07-17,East,Furniture,Chair,Consumer,4,453.15,1812.6,374.88
ORD-10219,2023-07-17,South,Office Supplies,Appliances,Consumer,4,228.59,914.36,16.97
ORD-10945,2023-07-17,West,Office Supplies,Appliances,Consumer,4,80.23,320.92,-41.18
ORD-10181,2023-07-17,East,Office Supplies,Appliances,Consumer,3,444.03,1332.09,206.73
ORD-10246,2023-07-18,West,Furniture,Bookcase,Consumer,4,455.78,1823.12,101.07
ORD-10111,2023-07-20,West,Office Supplies,Paper,Consumer,1,422.86,422.86,102.81
ORD-10703,2023-07-20,East,Office Supplies,Appliances,Consumer,4,402.01,1608.04,-179.58
ORD-10234,2023-07-20,East,Office Supplies,Paper,Corporate,5,21.43,107.15,-3.52
ORD-10072,2023-07-21,South,Technology,Accessories,Corporate,2,103.19,206.38,-3.24
ORD-10750,2023-07-21,Central,Furniture,Furnishings,Home Office,2,211.61,423.22,-12.56
ORD-10634,2023-07-21,West,Office Supplies,Paper,Corporate,5,393.61,1968.05,-181.77
ORD-10907,2023-07-21,South,Furniture,Chair,Corporate,1,137.8,137.8,17.22
ORD-10222,2023-07-22,West,Office Supplies,Pens,Consumer,3,142.07,426.21,145.31
ORD-10976,2023-07-22,South,Office Supplies,Paper,Corporate,2,116.95,233.9,65.51
ORD-10665,2023-07-22,South,Office Supplies,Binders,Home Office,4,463.4,1853.6,-205.88
ORD-10473,2023-07-23,West,Technology,Copiers,Consumer,2,243.65,487.3,103.4
ORD-10758,2023-07-24,West,Office Supplies,Appliances,Consumer,2,82.4,164.8,35.18
ORD-10817,2023-07-24,West,Technology,Phones,Consumer,3,13.9,41.7,-7.88
ORD-10573,2023-07-25,West,Office Supplies,Paper,Consumer,5,10.19,50.95,14.89
ORD-10059,2023-07-25,East,Furniture,Table,Home Office,1,198.86,198.86,-26.16
ORD-10880,2023-07-26,Central,Office Supplies,Paper,Consumer,1,442.0,442.0,26.58
ORD-10781,2023-07-26,Central,Technology,Phones,Consumer,4,147.26,589.04,-58.12
ORD-10133,2023-07-26,South,Furniture,Furnishings,Consumer,4,48.08,192.32,47.82
ORD-10295,2023-07-27,Central,Furniture,Table,Consumer,4,432.38,1729.52,35.83
ORD-10082,2023-07-27,Central,Furniture,Furnishings,Consumer,5,321.07,1605.35,29.98
ORD-10274,2023-07-27,South,Technology,Phones,Consumer,5,458.11,2290.55,-267.14
ORD-10704,2023-07-31,Central,Furniture,Furnishings,Consumer,5,161.53,807.65,213.81
ORD-10917,2023-07-31,East,Office Supplies,Binders,Consumer,1,483.18,483.18,-61.92
ORD-10985,2023-07-31,East,Office Supplies,Binders,Consumer,4,455.86,1823.44,252.44
ORD-10664,2023-08-01,East,Furniture,Furnishings,Consumer,1,49.43,49.43,14.88
ORD-10081,2023-08-01,East,Office Supplies,Appliances,Home Office,4,328.98,1315.92,-65.41
ORD-10122,2023-08-02,West,Office Supplies,Binders,Corporate,3,404.88,1214.64,266.32
ORD-10884,2023-08-02,South,Technology,Copiers,Consumer,3,292.58,877.74,39.01
ORD-10863,2023-08-02,East,Office Supplies,Pens,Consumer,4,272.41,1089.64,-187.77
ORD-10524,2023-08-03,South,Office Supplies,Paper,Consumer,5,172.08,860.4,207.85
ORD-10077,2023-08-03,Central,Office Supplies,Binders,Home Office,1,33.67,33.67,-5.35
ORD-10009,2023-08-03,Central,Office Supplies,Appliances,Consumer,3,395.36,1186.08,-138.27
ORD-10392,2023-08-03,East,Furniture,Chair,Consumer,5,84.43,422.15,-68.06
ORD-10594,2023-08-03,West,Office Supplies,Pens,Corporate,4,433.88,1735.52,-290.2
ORD-10888,2023-08-04,West,Office Supplies,Appliances,Consumer,4,425.06,1700.24,490.95
ORD-10117,2023-08-04,East,Furniture,Furnishings,Corporate,5,481.86,2409.3,-143.55
ORD-10623,2023-08-05,South,Furniture,Bookcase,Home Office,5,342.91,1714.55,-120.72
ORD-10732,2023-08-05,East,Technology,Accessories,Consumer,3,549.53,1648.59,-5.33
ORD-10087,2023-08-05,East,Furniture,Furnishings,Consumer,1,104.26,104.26,7.34
ORD-10556,2023-08-05,West,Technology,Accessories,Consumer,3,481.05,1443.15,362.28
ORD-10563,2023-08-05,East,Office Supplies,Paper,Home Office,4,203.35,813.4,-111.17
ORD-10536,2023-08-05,Central,Furniture,Chair,Consumer,5,304.97,1524.85,407.43
ORD-10474,2023-08-06,East,Furniture,Chair,Consumer,3,149.8,449.4,-7.77
ORD-10217,2023-08-06,South,Furniture,Furnishings,Consumer,4,435.94,1743.76,-119.73
ORD-10129,2023-08-06,West,Furniture,Bookcase,Consumer,4,467.55,1870.2,-12.36
ORD-10069,2023-08-06,Central,Office Supplies,Binders,Corporate,2,274.17,548.34,151.05
ORD-10856,2023-08-06,West,Office Supplies,Binders,Home Office,2,102.01,204.02,65.1
ORD-10642,2023-08-08,South,Technology,Phones,Consumer,3,31.05,93.15,8.78
ORD-10697,2023-08-08,West,Office Supplies,Binders,Consumer,5,442.98,2214.9,-161.14
ORD-10331,2023-08-08,Central,Office Supplies,Appliances,Consumer,2,263.66,527.32,-41.91
ORD-10208,2023-08-08,South,Technology,Computers,Consumer,2,551.34,1102.68,112.01
ORD-10966,2023-08-08,West,Office Supplies,Pens,Consumer,3,78.29,234.87,-34.23
ORD-10705,2023-08-08,Central,Office Supplies,Appliances,Consumer,4,379.44,1517.76,92.26
